,logFC,logCPM,PValue,FDR
CYTOR,-1.174529803,2.13952529,0.000697279,0.002814277
CLTB,-0.848809852,4.938106736,0.000701627,0.002829373
IMMT,-0.589982921,4.225979909,0.000701747,0.002829373
STAT2,-1.148905996,6.802441395,0.000703401,0.00283457
NUDT16L1,-0.68497483,3.444370381,0.000706463,0.002844696
SPNS1,-0.647045112,3.970667302,0.000709228,0.002853616
DNASE2,-0.816159485,4.264052101,0.000709745,0.002854954
NUDT2,-1.151882083,1.220249918,0.000711732,0.002862207
FIBP,-0.744905622,4.287285821,0.00071618,0.002875635
CDK2AP2,-0.697289419,4.559959667,0.000718853,0.002884876
RHBDD3,-1.273740533,2.179527315,0.000719512,0.002886776
ZNF589,-0.797858516,3.581808571,0.000721839,0.002895365
SEC13,-0.573568713,4.659621608,0.000723526,0.002901381
EVA1B,-0.972831757,2.368139153,0.000729236,0.002922018
SCAMP5,-1.838725889,0.830553933,0.000730726,0.002927233
TRBV6-6,-2.230363977,-1.836511711,0.000731735,0.002930523
RPL21,-1.667121607,5.077291405,0.000732303,0.002932043
TNFAIP8L1,-0.788893221,2.681964908,0.000732603,0.002932485
PKD1P5-LOC105376752,-1.698191471,0.821641645,0.0007334,0.002934923
NDUFB2,-1.88144277,1.292515026,0.000736712,0.002947151
GIPR,-1.479154431,0.579701347,0.000736956,0.002947151
MIR12136,-1.607259777,1.16066575,0.000737025,0.002947151
RPL7L1,-0.631049299,4.03921474,0.000737268,0.002947366
POLE3,-0.650187095,3.588661933,0.000737683,0.002948268
HLA-A,-0.916730752,9.400913581,0.000741351,0.002962166
ND3,-0.841439296,7.49780558,0.000745136,0.002973466
EIF3B,-0.730846014,5.243825812,0.000748172,0.002984816
GTF2F1,-0.579473435,4.918415003,0.000755889,0.00301343
YJU2B,-0.625206814,4.300751143,0.000756042,0.00301343
NAGK,-0.85925241,6.209168737,0.00075612,0.00301343
FASLG,-1.982490283,1.481304856,0.000756959,0.003015228
AMDHD2,-0.826447485,3.064398597,0.000758007,0.00301863
RHPN1,-1.272495977,2.347424015,0.000758976,0.003021716
TBC1D17,-0.701425154,4.537214732,0.00076005,0.003025217
ASRGL1,-0.957710397,1.586010018,0.000760837,0.003027576
SDAD1,-0.809811388,2.953032787,0.000762767,0.003034479
NOXA1,-1.38232611,1.044002541,0.00076321,0.003035464
ALKBH6,-0.850383806,2.398965293,0.00076605,0.003045978
EFL1,-0.792532859,1.981850415,0.000768131,0.003053474
PPP1R13B,-0.970422395,1.931911489,0.000773251,0.003069902
LETMD1,-0.665288922,3.442363402,0.000774052,0.003070925
NCBP2AS2,-0.831929624,1.437127509,0.00077845,0.003086325
AMIGO1,-1.432519642,1.848271951,0.000778579,0.003086325
LRFN4,-1.201761269,1.446156674,0.00078014,0.003090936
KDM8,-0.894952005,1.35074557,0.000783548,0.003102423
LOC105370660,-2.233003273,0.74069908,0.000783638,0.003102423
CTPS1,-0.957586652,1.882650807,0.000790319,0.003125691
RAB37,-0.595318516,5.460187455,0.0007922,0.003131537
CRYL1,-0.766419759,1.585800131,0.000793036,0.003133667
FAM50A,-0.648649383,4.298015643,0.000793976,0.003135822
CLDND2,-1.343499166,2.733617255,0.000795688,0.003140533
FAM136A,-1.201531799,2.139238491,0.000799949,0.003154947
TXNDC5,-2.188742382,1.544734557,0.000801069,0.003158563
COMMD1,-1.002300878,1.645257796,0.000803506,0.003167371
B9D1,-2.509823463,-1.096861766,0.00080559,0.00317478
OAF,-1.078606414,2.860866637,0.000806927,0.003179243
ELP4,-0.863192361,1.217248323,0.000812686,0.003199523
ARRDC2,-0.794552326,5.157886747,0.000813191,0.003199868
AJM1,-1.667471093,2.280595151,0.000818937,0.003219219
SLC38A7,-0.801340267,2.26686129,0.000820032,0.00322271
BBC3,-0.820875878,3.28371498,0.000820975,0.003225032
AIMP2,-0.834470154,1.237062773,0.000821326,0.003225347
HLA-DRA,-1.466251853,3.511925151,0.000826003,0.003240138
LRFN3,-1.481562281,1.435472784,0.000826105,0.003240138
ETFB,-0.776675224,4.006889267,0.000826134,0.003240138
TRAV17,-2.040637103,-0.844704487,0.000827438,0.003243615
CD1C,-1.442100344,1.120263729,0.000828784,0.003247537
FDX1,-0.986985607,1.297335537,0.000829044,0.003247537
KLHDC3,-0.577885437,4.159685546,0.000829065,0.003247537
IDH3G,-0.616251658,4.588659518,0.000829755,0.003249421
ZNF524,-0.687183259,3.862366324,0.000832603,0.003258934
TRAV5,-2.551881419,-0.693547387,0.000833998,0.00326357
FOXRED2,-1.718845333,-0.339846139,0.000836192,0.003270509
GPR153,-1.937553762,1.381562472,0.000839283,0.003281774
CBWD1,-0.964613832,1.274764687,0.000840926,0.003287271
EDARADD,-1.734380687,-0.47124586,0.000841112,0.003287271
EXOSC8,-1.408827101,1.574979174,0.000841829,0.003289246
DYNLRB1,-0.662816103,5.187972595,0.000844529,0.003298138
ACOT2,-1.132868072,0.974905759,0.000847259,0.003307188
AHSP,-2.794530131,6.532334914,0.000847271,0.003307188
TXNDC11,-0.723773671,4.442695416,0.000851397,0.00332189
ACOT7,-1.191965232,1.795750133,0.000853529,0.003328257
CYP4F29P,-2.738039129,0.305948031,0.000853739,0.003328257
KAT14,-0.863291043,1.495706135,0.000856238,0.003337161
PDE2A-AS2,-2.167491427,-1.056616322,0.000857438,0.003340998
HLA-H,-1.743071971,2.231421327,0.0008579,0.003341962
MIEN1,-0.741492561,3.972976945,0.000859911,0.003348958
AHSA1,-0.574723633,4.262742493,0.000868081,0.003375086
MRPL36,-1.448991505,1.646815588,0.00086814,0.003375086
CEP78,-1.198015056,2.542573682,0.00086893,0.003377315
GLI4,-0.885493695,2.447461163,0.000871093,0.003383278
ISCA2,-0.732126557,2.170667835,0.000871117,0.003383278
PLEKHG4,-1.476478874,0.971154888,0.000874507,0.003394747
HLA-DPA1,-1.314324028,1.502760398,0.000875167,0.003396459
PRKD2,-0.826724276,6.298790326,0.000875656,0.003397509
TULP3,-1.036802973,1.03636877,0.000882497,0.003422344
CCNB1,-1.560077673,1.093957887,0.000888139,0.003442506
NAGPA,-0.726726801,2.647126913,0.000893207,0.003460426
NIPAL3,-0.775839089,3.268903289,0.000894133,0.003462978
STARD7,-0.570230102,4.460098169,0.000894311,0.003462978
CMC2,-1.454511887,1.077470109,0.000897844,0.003474927
NSG1,-1.784830831,0.559343451,0.000899897,0.003482005
MRPL18,-0.699107485,2.618687469,0.000901427,0.003485841
PCNX2,-1.396798516,2.177006056,0.000901608,0.003485841
PJA1,-0.9336696,1.841943224,0.000901785,0.003485841
SNHG11,-1.189579863,0.325616913,0.000902537,0.00348788
POP5,-1.032813924,1.649261453,0.000904815,0.003494079
KIR2DL3,-4.822619254,-2.927679395,0.000905867,0.003497274
EIF2A,-0.956276117,3.549979481,0.000906126,0.003497405
B3GNT7,-1.332251699,0.5373763,0.000909363,0.003509025
TIMM10B,-0.768740206,2.83065531,0.000913058,0.00351979
SLC27A5,-2.982439054,-1.170143704,0.000915241,0.003527331
TMEM40,-1.268963079,1.578446302,0.000922058,0.003551841
GTF3C6,-0.828451277,2.287770813,0.000924522,0.003559569
CHCHD6,-2.188931598,-0.823153446,0.000925418,0.003562136
STK11,-1.046644698,6.108973463,0.000926241,0.003564423
JADE2,-0.78907841,4.926160972,0.000930214,0.003577941
IGKV6D-21,-3.746036698,-1.119727392,0.00093126,0.003581077
EEF1AKMT4,-2.492333777,-1.5133932,0.000935492,0.003595574
TRAV13-2,-2.283522891,-0.52338819,0.000939318,0.003608479
RBM34,-0.905185851,2.694040666,0.000940171,0.003609095
PTGIR,-0.991774638,2.74273999,0.000940662,0.00361009
SPHK2,-0.654354365,2.892327722,0.000941387,0.003611981
POP7,-0.855515753,2.339260007,0.000942196,0.003614193
P2RX5,-0.921363534,2.479391443,0.000944623,0.003622607
BORCS6,-0.589372046,3.826877572,0.000958628,0.003672693
STAP1,-1.459105753,1.051754607,0.000961763,0.003683796
ATP6V1G1,-0.905268641,4.045564621,0.000962143,0.003684346
TCEA3,-2.973164628,-1.891491873,0.000963671,0.003688378
ATP5F1B,-0.651164481,6.756945375,0.000964794,0.003691768
PANDAR,-2.318987761,-1.588655322,0.000967473,0.003699288
RPL22L1,-2.078920275,0.258978084,0.000970228,0.00370891
TMEM250,-0.525611009,5.048404003,0.000970869,0.003710447
HID1,-1.626454532,0.331097602,0.00097855,0.003737048
PLAAT5,-3.627482953,-2.598912818,0.000980803,0.003744731
NMT2,-1.370842933,1.939433528,0.000982572,0.003750564
NAE1,-1.086216234,1.530469305,0.00098393,0.003754827
TMEM214,-0.594930355,4.19695592,0.000984635,0.003756594
GPN2,-0.531651244,3.781789772,0.000987392,0.003765266
ANKRD39,-1.085778539,0.530807434,0.000989303,0.003771626
SPRYD4,-0.939221833,1.468571695,0.001002137,0.003817747
DPAGT1,-0.795745529,2.270324057,0.00100374,0.003822916
TRBV7-2,-3.183195467,-2.197458747,0.001005493,0.003826931
ANKRD36C,-1.646006931,1.466806825,0.001005708,0.003826931
TSPOAP1,-1.119679688,3.383679895,0.001005778,0.003826931
OXA1L,-0.550619347,5.397443617,0.001006927,0.003828488
IGLV3-9,-2.973786608,-0.367841359,0.001007538,0.003829877
KDM1A,-0.684792971,3.483115314,0.00101533,0.003858551
HYLS1,-1.128556521,0.694754445,0.001016552,0.003861938
LPAL2,-2.102016838,-0.142548307,0.001016966,0.003861938
FAM104B,-1.381215984,0.825404728,0.00102261,0.003881475
PITHD1,-1.260900348,4.413991253,0.00102452,0.003887775
HVCN1,-0.89155214,3.569804669,0.001029762,0.003903576
BCL2L12,-0.793177166,2.428943514,0.001029939,0.003903576
HMBS,-1.953574237,4.280050281,0.001031034,0.003906773
SGTA,-0.543873829,4.721429425,0.001036789,0.003926481
GTPBP6,-1.711682153,0.625909084,0.001038212,0.003930138
CHMP4A,-1.729753145,-0.924839331,0.001040195,0.003936687
EFNA3,-1.727172154,-0.530791023,0.001052509,0.003980382
SRC,-0.847676047,3.405235925,0.001056341,0.003993284
OXNAD1,-0.8730006,3.826105281,0.001058546,0.003999324
TRGV10,-2.06695991,-0.160480973,0.001064724,0.004020544
FH,-0.767105493,2.519458359,0.001065197,0.004020544
IGHV1-46,-3.710721651,-2.820470553,0.001072036,0.00404341
LOC105374301,-3.243758766,-3.277101931,0.001072678,0.004044851
COPS9,-1.171022615,1.634906499,0.001075001,0.00405263
SRP68,-0.605167675,3.975268415,0.001077459,0.004059926
VRK1,-1.187218856,1.435746494,0.001078923,0.004063035
RAP1GAP,-2.671293705,4.483750041,0.001089127,0.004095949
MPG,-0.824932635,3.161723385,0.001091789,0.004104969
SNRPG,-1.786625179,1.620531401,0.001092127,0.004105245
TMC8,-0.655456778,6.443049579,0.001095007,0.004114084
PARP1,-0.662062697,4.903722775,0.001097041,0.00411898
CTNNBL1,-0.644902953,3.840926359,0.001097105,0.00411898
TTYH2,-1.01313742,3.204014704,0.001097386,0.004119041
SLC17A9,-1.048844747,2.138044085,0.001100926,0.004130985
IGKV1-5,-2.093006785,0.046390083,0.0011011,0.004130985
TRA2B,-0.598520413,4.453753436,0.001104813,0.004143435
THTPA,-0.782686347,1.959097387,0.001104952,0.004143435
CTSF,-1.444531658,1.06563293,0.001107781,0.00415104
PPCDC,-0.902955845,4.065726392,0.001109052,0.004154802
PAQR8,-0.78912782,2.402051753,0.001109976,0.004157262
C12orf43,-0.717001258,1.805229621,0.001111887,0.004162416
DMAP1,-0.628596769,3.510699606,0.001112673,0.004164353
PFDN4,-3.225481937,-0.961795599,0.001114203,0.004168073
TCEA2,-0.740980669,2.287071424,0.00111463,0.004168668
GRAP2,-0.8086678,4.967417708,0.001121185,0.004190158
MCM4,-1.134316783,2.361052284,0.00112208,0.004191488
MTERF4,-0.657534611,2.82305836,0.001122496,0.004192037
XCL1,-2.649315823,-0.836659588,0.001123615,0.004195206
CRTAP,-0.699619865,4.92156479,0.001125329,0.004200596
SFI1,-0.705571552,4.083998035,0.001135731,0.004236375
COX7B,-1.868917582,2.285700574,0.001142274,0.00425976
ATP5F1C,-1.122728941,3.623379951,0.001147647,0.004276719
SCAND1,-0.693897499,4.259207412,0.001151422,0.004287704
SAT2,-0.682971231,2.782124379,0.001152776,0.00429016
GSTK1,-0.651386005,6.444889132,0.001153851,0.004292633
STX18,-0.768363036,2.704887057,0.00115529,0.004295934
AVEN,-1.250110045,1.312520187,0.001157002,0.004301268
TRAF3IP2,-0.754028693,1.89673015,0.001159272,0.00430868
ERCC2,-0.769508039,2.211282115,0.001160762,0.004313187
SFXN4,-0.907350452,1.152216535,0.001164497,0.004326029
ARRB1,-0.728732371,5.430623638,0.001165467,0.004328184
FAM86FP,-1.782879205,-1.534817745,0.001165634,0.004328184
SRRT,-0.535863275,5.248657628,0.001171105,0.004345386
ZNF880,-1.327984434,0.412202086,0.001172336,0.004348917
RASA4,-1.647215877,0.577791908,0.001174621,0.004356353
M6PR,-0.570842896,5.065851288,0.001189081,0.004404728
DGCR8,-0.746862746,3.069611475,0.001192798,0.00441429
ND2,-0.91174695,9.442850958,0.001193689,0.004416534
DIS3L2,-0.709434845,2.261118472,0.001196379,0.004425436
ZNF337,-0.897528114,2.940659447,0.001197722,0.00442935
CRYBB2P1,-0.924116155,1.560792162,0.001198863,0.004431459
CX3CR1,-1.139517022,6.212894484,0.001201158,0.004438889
MYO1D,-1.231905325,1.2828603,0.001206392,0.004456114
SOCS1,-1.547386261,3.047462203,0.001209904,0.004468022
RMND1,-0.9203767,0.988152126,0.001213371,0.004479763
MRPL32,-1.261016783,1.362607308,0.001217531,0.004491921
IFT52,-0.921307617,1.760575865,0.001222691,0.004508817
CCDC51,-1.127610434,0.920846792,0.001225826,0.004519306
ZDHHC16,-0.691846426,2.830997476,0.001227346,0.004523839
MRPL53,-0.950641404,3.184095522,0.001227977,0.004525091
TXNRD2,-0.806458803,3.315176368,0.001228478,0.004525866
UBA5,-0.791521687,1.824014751,0.001236568,0.004553512
POLL,-1.315311803,5.007164948,0.001237545,0.004555393
SHISA4,-1.998100546,2.450498751,0.001243332,0.004574086
CPA5,-3.697261307,-0.476755372,0.001244929,0.004577795
ZNF202,-1.201150528,1.481617519,0.00125351,0.004607167
KCTD19,-4.379333859,-3.090857354,0.001257066,0.004616971
CRELD2,-0.718031612,3.402819024,0.001259171,0.004623602
PIEZO1,-0.721456536,5.256769235,0.001268537,0.004655796
INO80E,-0.611312168,4.693253742,0.001277177,0.004685294
ACSF3,-0.583577144,3.775738536,0.001278064,0.004687442
CRY2,-0.614453315,3.28631689,0.00127896,0.004689249
NHLRC4,-1.764868155,0.138571059,0.001279462,0.004689249
CISH,-0.878363115,5.034461584,0.00128144,0.004694286
RALGDS,-0.922183092,4.511731162,0.001293061,0.004734626
NPTXR,-1.234881024,0.882661881,0.001306347,0.004780097
CRTC1,-0.72535988,3.841727611,0.001306402,0.004780097
C5orf63,-1.376683473,-0.314708403,0.001308158,0.004785394
SPPL2B,-0.69272168,4.024193906,0.001315089,0.00480962
CFAP298,-1.156722061,0.813367959,0.001317109,0.004815872
VDAC3,-0.621702137,3.851780569,0.001325463,0.004844139
TMEM123,-0.867346445,5.569760364,0.001328607,0.004852207
PHETA1,-0.955932801,2.146277894,0.00133273,0.004862698
NDUFA6,-1.986762235,-0.451793796,0.001341876,0.00489492
PDGFRB,-2.138276375,1.406415593,0.001342383,0.00489562
KRBOX4,-0.961834585,0.979009033,0.001343088,0.004897041
EXOSC6,-0.831433839,2.225022552,0.001349161,0.004916881
TMEM62,-0.825758413,2.201929073,0.001350256,0.004919717
C11orf68,-0.650027864,4.518192659,0.001356249,0.004936925
CAPN2,-0.599001538,6.084845939,0.00135795,0.004941958
IGLV2-28,-4.447245169,-3.514576809,0.001362255,0.004955307
IGHV3-20,-3.826411177,-2.382705126,0.001364921,0.004963842
NACA,-0.655476891,6.77069033,0.001367444,0.004971854
TCF19,-3.414110734,-2.401677848,0.001373624,0.004991412
NDUFAF2,-1.926218879,-0.224000475,0.001386335,0.005032303
NDUFA4,-1.754196837,2.970440311,0.001387635,0.005035845
ERLEC1,-0.870107216,2.647532452,0.001390796,0.005044963
TMC2,-2.607757885,-2.263055302,0.001391922,0.005047869
CALHM2,-0.777587057,4.365929682,0.001400152,0.005076529
PLAAT2,-3.490686103,-1.342781695,0.001401852,0.005081509
PCGF5,-1.443429912,5.922001668,0.001405766,0.005093322
NFATC2IP,-0.575175482,4.546240248,0.001412043,0.005113681
CKS2,-2.550055239,0.033774485,0.00142024,0.005142168
IPO5,-0.689321487,3.476227921,0.001420579,0.0051422
GET4,-0.549379103,4.302616932,0.001422877,0.005149317
IFT27,-0.87590428,1.610971478,0.001423375,0.00514992
ISM1,-2.591921553,-1.929113228,0.001424327,0.005152167
LOC105373404,-4.256625893,-2.611574448,0.001426325,0.005158194
RNA45SN4,-1.754349084,1.924357597,0.001428171,0.00516367
UBE2G2,-0.594717796,4.429948387,0.001438021,0.005198073
DNAJC1,-0.799215633,2.907427814,0.001444898,0.005219292
FAM118A,-1.187092543,3.532322284,0.001448023,0.005228149
FANCA,-0.918811153,2.27961592,0.001450242,0.005234945
SPATA20,-1.33112939,1.696682628,0.001454337,0.005248508
AARS2,-0.931729048,2.151855828,0.00145516,0.005250262
TIMM17B,-0.750082769,3.882980728,0.001455841,0.005251498
SKA2,-1.019937281,1.299726008,0.00145708,0.00525475
CNOT9,-0.56460787,3.631548391,0.001459449,0.005262073
NDUFA3,-2.12905433,-0.969179097,0.001463755,0.005276374
CLCN7,-0.609841764,5.051208617,0.001465961,0.0052831
MS4A2,-2.355148268,-0.611104571,0.001468289,0.005290265
TYMP,-1.003880467,8.41498148,0.001468886,0.005291188
TRMT44,-0.991959777,1.123763285,0.001470389,0.005295377
CCND1,-0.944021778,0.258481646,0.001470849,0.005295805
ITK,-0.974510063,4.240836414,0.001475154,0.005310076
CD300LB,-0.8849915,4.428562856,0.001476478,0.005312381
UBXN11,-0.647743695,4.87747912,0.001483516,0.005335236
TOMM34,-0.695226941,2.169030635,0.001485253,0.005340246
PSMD14,-0.969632648,2.056043479,0.001486969,0.005343945
RBX1,-1.398733571,2.770264184,0.001487357,0.005344103
AKR1C3,-2.043928706,0.351201993,0.001492588,0.005360423
ATXN7L2,-0.901954414,1.5085365,0.001504632,0.005397921
LRRC20,-1.997229891,-0.020779714,0.001506451,0.005402721
KPTN,-1.097273493,2.140912314,0.001509621,0.005412839
SLC25A22,-0.749612782,2.655657399,0.001510365,0.00541426
TRAV1-2,-2.398693204,-0.956410639,0.001515327,0.005428292
MEAF6,-0.598560519,3.180759806,0.001518792,0.005438198
RRM2,-1.698807756,3.198326549,0.001522043,0.005448585
FAM110A,-0.733097819,4.167072201,0.001523895,0.00545396
INF2,-0.720889779,4.053860336,0.001524648,0.005455398
THAP3,-0.721317367,2.274748565,0.001528615,0.005468334
SLC29A2,-1.408616013,0.745452698,0.001533937,0.005484849
GEMIN4,-0.825660576,1.94608988,0.001536737,0.005493596
LINC02073,-5.235331731,-3.237132323,0.001542165,0.005510465
HMGN1,-0.631632561,4.194145876,0.001558093,0.005564821
REXO2,-1.367532224,2.95219523,0.001567382,0.005592859
RRAS,-0.910564225,3.496807104,0.001569575,0.005599399
GPR25,-2.267708412,0.194357661,0.001570016,0.005599689
BAX,-0.605601046,4.663255731,0.001579177,0.005628486
TDRD3,-0.855299329,1.661058245,0.001580349,0.005631373
CENATAC,-2.123496393,-0.624042574,0.001591229,0.005667544
LOC105376398,-6.564074716,-4.185039642,0.001592,0.005668994
CD72,-1.061140945,2.225637543,0.00159371,0.005673783
C1orf216,-0.83533066,1.693033944,0.001604621,0.005708661
TAF10,-0.629691162,5.642158306,0.001605416,0.005708661
MAP3K10,-0.785083851,2.996117117,0.001605453,0.005708661
COQ10A,-1.537473504,0.809293764,0.00160571,0.005708661
TTC39C,-0.70166134,3.158678438,0.001617978,0.005748947
TMEM129,-0.578538053,3.75005709,0.001618151,0.005748947
EOMES,-1.203582194,2.782496847,0.001626199,0.005773581
BTN3A1,-0.956043448,6.540386327,0.001626652,0.00577387
ALG5,-1.60999483,1.517146975,0.001627448,0.005775379
GCFC2,-1.097276596,1.002047747,0.001629756,0.005782251
LOC107985115,-1.786288763,0.41005145,0.001631906,0.005788558
ANKRD36,-1.295401368,1.475431782,0.001633891,0.005794274
ENO2,-0.901713594,2.588468449,0.001641912,0.005820185
RAD18,-0.812929754,0.792934783,0.001641946,0.005820185
ELP5,-2.370185302,-1.702050884,0.001642656,0.005821376
HHLA3,-1.499033629,0.24134036,0.001645077,0.005828625
PLEKHA7,-1.343949197,-0.038171786,0.001646607,0.005832718
ND1,-0.874243937,9.861538093,0.001649242,0.005840719
DUSP2,-1.499295009,1.295278291,0.0016561,0.005861004
ENDOG,-1.758147636,-0.069852666,0.00165838,0.005866403
ZNF76,-0.777416282,3.330393936,0.001661742,0.005874284
LIMS2,-1.058523251,1.029540781,0.00166383,0.005878992
FBLN5,-1.346180015,0.385841524,0.001664524,0.005880107
LOC101059954,-2.170101122,-1.120065811,0.001667217,0.005888282
WNT10A,-1.746627378,-0.39665711,0.001672412,0.005904601
POU6F1,-0.910249375,2.458407228,0.001672597,0.005904601
ZNF653,-1.214919994,2.266825978,0.001676197,0.005913281
NEMP2,-0.953964367,1.040564372,0.001680317,0.005926473
CFAP20,-0.662606278,2.154548517,0.001683573,0.005935265
IFNLR1,-1.566510389,0.762615256,0.001684352,0.005936663
ZNF419,-0.983204049,0.761774476,0.001692935,0.005962859
CDKAL1,-0.76593181,1.523798957,0.001698369,0.005980643
MIGA2,-0.540194939,3.901263242,0.001708294,0.006012871
LOC107984898,-1.632970754,0.150237547,0.001711189,0.006021241
IARS1,-0.771049517,3.240936363,0.001711447,0.006021241
LAP3,-1.351923602,5.823800389,0.001718821,0.00604445
ARL14EP,-1.091350637,1.590475787,0.001722602,0.006053638
WDR83OS,-0.708968185,2.968811021,0.001724279,0.006058162
ISCA1,-1.608467395,3.619022898,0.001728062,0.006070082
GGA2,-0.640643534,4.390201769,0.001732355,0.006083786
BLMH,-0.66915779,2.653192727,0.001735169,0.006092294
FARS2,-1.431489453,1.358875517,0.001736025,0.006092546
PPP2R2B,-1.455593261,1.096291244,0.00173686,0.006094102
KIR3DX1,-3.483619966,-2.377225466,0.001738508,0.006097825
SPSB1,-1.117370726,0.896076761,0.001743374,0.006112819
CAPN10,-0.611595806,3.548432399,0.001745587,0.006119197
ARRDC1-AS1,-0.779017557,2.085734089,0.001756236,0.006153752
TKFC,-0.662254935,2.8465423,0.001758664,0.006160873
FCRL3,-1.025618078,3.257849593,0.001759636,0.006162643
RHOT2,-0.578747982,5.229049951,0.001762481,0.006170072
TPM2,-1.273865828,1.732823914,0.001766348,0.006180825
RFC4,-1.331850037,0.935257736,0.001775413,0.006211148
NPIPB15,-1.116695784,0.950321329,0.001777797,0.006216287
RPUSD4,-1.101586867,2.092788611,0.001778081,0.006216287
RP9,-0.887844484,1.026799653,0.00178094,0.006224882
NIF3L1,-0.969148596,1.776811183,0.00180929,0.00631971
METTL17,-0.7714527,1.955427065,0.001820359,0.006352649
CCT8,-0.582583059,4.61393093,0.001820763,0.006352649
ATP6,-0.914822347,8.973197282,0.001824432,0.006362736
PGP,-0.614943856,3.207826688,0.001828016,0.006373662
COX6B1,-0.773920695,5.549519728,0.001830856,0.006380703
BCL11B,-1.032758554,3.593507758,0.001844094,0.006415336
MOK,-1.986284071,-0.797383757,0.00185424,0.006446561
ETFA,-0.726923149,3.629776865,0.001856253,0.00645186
COX14,-1.213989419,1.487634922,0.001860085,0.006463733
ALG14,-1.291833702,-0.147984176,0.001866514,0.006483175
LOC105370114,-5.191373845,-3.168051504,0.001870372,0.006495126
HBZ,-3.620778238,1.715101609,0.001872674,0.006501666
ID2,-0.659145138,4.294581062,0.001878421,0.006520163
PXMP2,-1.499237235,-0.176345391,0.001882146,0.006528719
COA6-AS1,-2.008281179,-1.199514486,0.001886155,0.006541166
TEDC2,-2.936742196,-1.831490142,0.001889227,0.006550361
IGKV1D-12,-2.503303957,-1.097762533,0.0018962,0.00657307
FAM3A,-0.687001935,3.937579697,0.001911387,0.006620383
OXCT1,-0.968235702,1.785765964,0.00191519,0.006629777
TRG-AS1,-1.176867388,2.574021028,0.001922718,0.006651648
PVT1,-1.180128275,1.151900515,0.001932724,0.006683287
SPIN2B,-1.465690976,-0.739806756,0.001935146,0.006690174
SLC25A6,-1.400933541,1.749997779,0.001938032,0.006698661
SARM1,-1.29187006,1.795665586,0.001946063,0.006724927
MIPEP,-1.531166197,-0.230754904,0.001957353,0.006759421
IGHV2-70,-2.647254962,-0.264895586,0.001960725,0.006766569
DPH1,-1.158322328,2.042783731,0.001963867,0.006775908
DPH6,-1.309259115,-0.673425376,0.001980409,0.006820874
DCAKD,-0.654043987,2.53459539,0.001980902,0.006821059
NKG7,-1.347514276,7.169083001,0.001984854,0.006831641
ROMO1,-1.038817854,2.57214278,0.001987776,0.006840186
ENGASE,-0.844944461,3.82838785,0.001996819,0.006868263
NBEAL1,-0.852001889,2.465809872,0.002007556,0.006900614
LINC01151,-3.640603645,-3.566701513,0.002023114,0.006949481
LOC389906,-1.136178388,0.221859354,0.002031358,0.006973178
KIF19,-2.597732893,0.84175244,0.002031894,0.006973479
POLR1F,-1.111422673,1.06218916,0.002036988,0.006989419
ZNF792,-1.011595937,1.075636498,0.002038492,0.006993034
WDCP,-0.905522806,1.258242998,0.002046973,0.007020581
ZNF133,-0.746575432,2.069201646,0.002056815,0.007048116
TRAT1,-1.821408606,1.521815994,0.002057535,0.007049029
TRIM47,-1.450887854,0.498619709,0.00205928,0.007051899
DAP3,-0.491060162,4.103570851,0.002061439,0.00705774
CACNA1I,-1.137323642,2.204227266,0.002062856,0.00705948
THYN1,-0.660270953,2.724257536,0.002065169,0.00706584
ILKAP,-0.693825293,2.925291603,0.002066417,0.007068554
CCL4L1,-3.767888453,-2.874066798,0.002068912,0.007074783
IGKV1-12,-2.116191635,-0.48326979,0.002078726,0.007104409
WASH3P,-1.082774259,0.678639972,0.00208185,0.007111958
KLC3,-2.155710134,2.635657532,0.002092791,0.007146194
LINC02390,-1.438676826,0.032603497,0.002095085,0.007152457
LOC107984659,-0.845720943,1.941698626,0.002100257,0.007166964
SHF,-1.330463089,-0.923543986,0.002103333,0.007174312
SERPINH1,-1.0494497,0.779100892,0.002105668,0.007179127
RCN1,-0.933344621,1.879775711,0.002113636,0.007199977
RELL2,-0.850682902,1.657003362,0.002116023,0.007203374
COL5A3,-1.878566664,0.979104733,0.002118896,0.007209998
MED10,-0.670957522,2.121792989,0.002119464,0.00721035
PRSS40A,-6.99014938,-3.856621401,0.002127165,0.007234967
SIRT3,-0.670334933,2.812733426,0.002138884,0.007270056
C21orf58,-1.230031564,1.466654529,0.002142711,0.00727988
TSTD1,-0.739488458,2.514681143,0.002145851,0.007288955
MCRIP2,-1.27540452,1.758902571,0.002151353,0.007304451
MED24,-0.631947711,3.758215266,0.002156325,0.007319733
MICOS10,-0.766561161,1.632750826,0.002158967,0.007325503
IGKV2D-24,-2.979672213,-2.011069064,0.002162982,0.007335611
SLC25A25,-0.648853114,2.829018874,0.002163503,0.007335611
IFITM1,-1.052882799,9.075486721,0.002163833,0.007335611
POLR1A,-0.778170668,2.484043164,0.002167405,0.00734612
TSPAN31,-0.649832098,2.203192854,0.002171903,0.00735976
COX11,-0.819185047,2.706060742,0.002186681,0.007400158
TAB1,-0.53849397,3.939762182,0.002187569,0.007401552
SNHG15,-1.228637645,1.234076771,0.00219114,0.007412022
GATB,-0.924423551,1.426541955,0.002208933,0.007467338
LGR6,-1.977677138,1.458788007,0.002224437,0.007513212
SRSF3,-0.553128101,4.97281425,0.002235657,0.00754947
